State,year,month,PRCP,EVAP,TMIN,TMAX,mean_elevation,Land Area (sq mi),Water Area (sq mi),Total Area (sq mi),Percentage of Federal Land,Urbanization Rate (%),total_fire_size
HI,2007,1,11.58,45.45,150.0,289.0,920,6423,4509,10932,0.20199999999999999,86.1,4978.4
HI,2007,2,9.66,53.12,133.0,294.0,920,6423,4509,10932,0.20199999999999999,86.1,3022.7
HI,2007,3,31.9,56.68,156.0,294.0,920,6423,4509,10932,0.20199999999999999,86.1,424.6
HI,2007,4,5.47,74.08,139.0,300.0,920,6423,4509,10932,0.20199999999999999,86.1,563.2
HI,2007,5,3.33,76.28,178.0,322.0,920,6423,4509,10932,0.20199999999999999,86.1,164.6
HI,2007,6,2.62,84.62,183.0,322.0,920,6423,4509,10932,0.20199999999999999,86.1,5518.3
HI,2007,7,4.76,82.18,200.0,322.0,920,6423,4509,10932,0.20199999999999999,86.1,14350.35
HI,2007,8,1.23,73.52,206.0,322.0,920,6423,4509,10932,0.20199999999999999,86.1,7873.7
HI,2007,9,2.17,66.87,200.0,328.0,920,6423,4509,10932,0.20199999999999999,86.1,240.2
HI,2007,10,2.32,68.65,189.0,317.0,920,6423,4509,10932,0.20199999999999999,86.1,2502.7
HI,2007,11,50.39,41.96,167.0,317.0,920,6423,4509,10932,0.20199999999999999,86.1,9.2
HI,2007,12,38.16,45.55,178.0,294.0,920,6423,4509,10932,0.20199999999999999,86.1,27.2
HI,2008,1,10.0,53.87,167.0,256.0,920,6423,4509,10932,0.20199999999999999,86.1,115.7
HI,2008,2,8.88,45.75,150.0,283.0,920,6423,4509,10932,0.20199999999999999,86.1,8.1
HI,2008,3,1.61,65.52,172.0,283.0,920,6423,4509,10932,0.20199999999999999,86.1,3791.7
HI,2008,4,12.55,68.24,150.0,306.0,920,6423,4509,10932,0.20199999999999999,86.1,49.4
HI,2008,5,5.77,78.21,172.0,306.0,920,6423,4509,10932,0.20199999999999999,86.1,154.5
HI,2008,6,0.63,67.33,189.0,306.0,920,6423,4509,10932,0.20199999999999999,86.1,166.5
HI,2008,7,1.38,66.21,194.0,322.0,920,6423,4509,10932,0.20199999999999999,86.1,108.9
HI,2008,8,4.54,69.15,189.0,322.0,920,6423,4509,10932,0.20199999999999999,86.1,401.0
HI,2008,9,9.6,69.88,189.0,317.0,920,6423,4509,10932,0.20199999999999999,86.1,245.53
HI,2008,10,15.97,58.44,189.0,311.0,920,6423,4509,10932,0.20199999999999999,86.1,104.76
HI,2008,11,32.69,51.92,161.0,300.0,920,6423,4509,10932,0.20199999999999999,86.1,565.25
HI,2008,12,43.61,38.75,172.0,283.0,920,6423,4509,10932,0.20199999999999999,86.1,417.3
HI,2009,1,12.88,45.14,128.0,278.0,920,6423,4509,10932,0.20199999999999999,86.1,7.51
HI,2009,2,6.91,51.62,128.0,283.0,920,6423,4509,10932,0.20199999999999999,86.1,33.61
HI,2009,3,10.07,57.55,128.0,278.0,920,6423,4509,10932,0.20199999999999999,86.1,753.66
HI,2009,4,3.0,68.74,150.0,283.0,920,6423,4509,10932,0.20199999999999999,86.1,36.9
HI,2009,5,1.75,63.93,161.0,311.0,920,6423,4509,10932,0.20199999999999999,86.1,36.77
HI,2009,6,3.15,78.77,189.0,311.0,920,6423,4509,10932,0.20199999999999999,86.1,129.35
HI,2009,7,20.08,78.47,189.0,317.0,920,6423,4509,10932,0.20199999999999999,86.1,1002.94
HI,2009,8,16.85,84.18,200.0,333.0,920,6423,4509,10932,0.20199999999999999,86.1,8070.8
HI,2009,9,4.37,75.21,178.0,311.0,920,6423,4509,10932,0.20199999999999999,86.1,711.74
HI,2009,10,14.36,57.89,189.0,317.0,920,6423,4509,10932,0.20199999999999999,86.1,65.61
HI,2009,11,26.96,52.3,178.0,306.0,920,6423,4509,10932,0.20199999999999999,86.1,29.61
HI,2009,12,3.83,45.5,144.0,294.0,920,6423,4509,10932,0.20199999999999999,86.1,923.9
HI,2010,1,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,920,6423,4509,10932,0.20199999999999999,86.1,24.05
HI,2010,2,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,920,6423,4509,10932,0.20199999999999999,86.1,524.61
HI,2010,3,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,920,6423,4509,10932,0.20199999999999999,86.1,1262.9
HI,2010,4,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,920,6423,4509,10932,0.20199999999999999,86.1,174.88
HI,2010,5,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,920,6423,4509,10932,0.20199999999999999,86.1,1027.53
HI,2010,6,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,920,6423,4509,10932,0.20199999999999999,86.1,7307.14
HI,2010,7,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,920,6423,4509,10932,0.20199999999999999,86.1,1323.34
HI,2010,8,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,920,6423,4509,10932,0.20199999999999999,86.1,2424.0
HI,2010,9,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,920,6423,4509,10932,0.20199999999999999,86.1,835.84
HI,2010,10,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,920,6423,4509,10932,0.20199999999999999,86.1,140.55
HI,2010,11,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,920,6423,4509,10932,0.20199999999999999,86.1,138.18
HI,2010,12,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,920,6423,4509,10932,0.20199999999999999,86.1,29.8
IA,1992,3,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,340,55857,416,56273,0.003,63.2,84.8
IA,1992,4,40.39,40.76,-33.0,306.0,340,55857,416,56273,0.003,63.2,0.5
IA,1993,3,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,340,55857,416,56273,0.003,63.2,0.6
IA,1993,4,33.1,35.66,-61.0,228.0,340,55857,416,56273,0.003,63.2,0.1
IA,1993,12,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,340,55857,416,56273,0.003,63.2,30.0
IA,1994,3,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,340,55857,416,56273,0.003,63.2,0.5
IA,1994,4,22.58,61.34,-67.0,333.0,340,55857,416,56273,0.003,63.2,104.9
IA,1995,3,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,340,55857,416,56273,0.003,63.2,2.0
IA,1995,4,51.01,40.04,-83.0,244.0,340,55857,416,56273,0.003,63.2,25.4
IA,1995,11,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,340,55857,416,56273,0.003,63.2,30.0
IA,1996,3,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,340,55857,416,56273,0.003,63.2,516.6
IA,1996,4,13.75,47.81,-56.0,289.0,340,55857,416,56273,0.003,63.2,457.8
IA,1996,5,67.9,43.88,-6.0,322.0,340,55857,416,56273,0.003,63.2,2.0
IA,1996,6,21.85,61.62,56.0,356.0,340,55857,416,56273,0.003,63.2,50.0
IA,1997,3,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,340,55857,416,56273,0.003,63.2,3.5
IA,1997,4,23.63,40.98,-44.0,239.0,340,55857,416,56273,0.003,63.2,89.5
IA,1998,11,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,340,55857,416,56273,0.003,63.2,20.0
IA,1998,12,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,340,55857,416,56273,0.003,63.2,50.0
IA,1999,3,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,340,55857,416,56273,0.003,63.2,198.4
IA,1999,4,45.57,37.7,-11.0,250.0,340,55857,416,56273,0.003,63.2,14.5
IA,1999,9,19.3,49.5,17.0,344.0,340,55857,416,56273,0.003,63.2,1.0
IA,1999,10,8.6,44.6,-56.0,300.0,340,55857,416,56273,0.003,63.2,50.0
IA,1999,11,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,340,55857,416,56273,0.003,63.2,171.7
IA,2000,1,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,340,55857,416,56273,0.003,63.2,2.0
IA,2000,2,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,340,55857,416,56273,0.003,63.2,5.0
IA,2000,3,3.45,45.73,-17.0,217.0,340,55857,416,56273,0.003,63.2,1672.5
IA,2000,4,15.37,52.64,-67.0,283.0,340,55857,416,56273,0.003,63.2,54.0
IA,2000,5,25.25,59.18,22.0,350.0,340,55857,416,56273,0.003,63.2,0.2
IA,2000,6,53.92,69.27,72.0,350.0,340,55857,416,56273,0.003,63.2,1.0
IA,2001,4,22.91,57.47,-28.0,289.0,340,55857,416,56273,0.003,63.2,2.0
IA,2001,5,67.07,49.1,50.0,322.0,340,55857,416,56273,0.003,63.2,6.0
IA,2001,7,16.17,67.0,117.0,356.0,340,55857,416,56273,0.003,63.2,0.5
IA,2001,10,26.19,37.97,-67.0,289.0,340,55857,416,56273,0.003,63.2,10.0
IA,2001,11,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,340,55857,416,56273,0.003,63.2,66.4
IA,2001,12,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,340,55857,416,56273,0.003,63.2,0.1
IA,2002,1,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,340,55857,416,56273,0.003,63.2,150.5
IA,2002,2,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,340,55857,416,56273,0.003,63.2,0.1
IA,2002,3,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,340,55857,416,56273,0.003,63.2,58.4
IA,2002,4,35.11,54.5,-83.0,317.0,340,55857,416,56273,0.003,63.2,13.8
IA,2002,6,32.94,77.57,111.0,339.0,340,55857,416,56273,0.003,63.2,1.1
IA,2002,7,40.4,78.64,128.0,361.0,340,55857,416,56273,0.003,63.2,0.5
IA,2002,8,55.99,57.52,89.0,350.0,340,55857,416,56273,0.003,63.2,10.2
IA,2002,9,9.66,56.02,17.0,339.0,340,55857,416,56273,0.003,63.2,1.2
IA,2002,10,26.79,31.31,-56.0,311.0,340,55857,416,56273,0.003,63.2,3.2
IA,2002,11,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,340,55857,416,56273,0.003,63.2,9.3
IA,2002,12,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,340,55857,416,56273,0.003,63.2,18.7
IA,2003,1,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,340,55857,416,56273,0.003,63.2,55.0
IA,2003,2,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,340,55857,416,56273,0.003,63.2,0.2
IA,2003,3,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,340,55857,416,56273,0.003,63.2,2001.3
IA,2003,4,33.76,56.59,-50.0,311.0,340,55857,416,56273,0.003,63.2,1193.0
IA,2003,6,31.45,59.66,61.0,350.0,340,55857,416,56273,0.003,63.2,0.2
IA,2003,8,6.79,66.72,122.0,383.0,340,55857,416,56273,0.003,63.2,0.3
IA,2003,10,10.07,40.87,-33.0,306.0,340,55857,416,56273,0.003,63.2,41.0
IA,2003,11,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,340,55857,416,56273,0.003,63.2,42.0
IA,2004,2,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,340,55857,416,56273,0.003,63.2,0.1
IA,2004,3,58.86,29.71,11.0,217.0,340,55857,416,56273,0.003,63.2,37.5
IA,2004,4,16.58,58.78,-50.0,311.0,340,55857,416,56273,0.003,63.2,682.8
IA,2004,5,41.28,63.9,-22.0,311.0,340,55857,416,56273,0.003,63.2,321.1
IA,2004,7,19.67,60.43,100.0,339.0,340,55857,416,56273,0.003,63.2,0.1
IA,2004,8,33.41,52.52,61.0,322.0,340,55857,416,56273,0.003,63.2,0.1
IA,2004,9,15.09,56.34,22.0,328.0,340,55857,416,56273,0.003,63.2,3.1
IA,2004,10,18.79,40.78,-22.0,278.0,340,55857,416,56273,0.003,63.2,0.1
IA,2004,12,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,340,55857,416,56273,0.003,63.2,65.6
IA,2005,3,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,340,55857,416,56273,0.003,63.2,6027.0
IA,2005,4,30.04,56.79,-11.0,283.0,340,55857,416,56273,0.003,63.2,252.2
IA,2005,8,18.08,65.84,117.0,367.0,340,55857,416,56273,0.003,63.2,0.5
IA,2005,9,22.96,58.68,11.0,333.0,340,55857,416,56273,0.003,63.2,0.5
IA,2005,10,4.99,35.48,-33.0,322.0,340,55857,416,56273,0.003,63.2,207.5
IA,2005,11,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,340,55857,416,56273,0.003,63.2,14.4
IA,2006,1,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,340,55857,416,56273,0.003,63.2,459.7
IA,2006,2,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,340,55857,416,56273,0.003,63.2,1297.8
IA,2006,3,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,340,55857,416,56273,0.003,63.2,1581.25
IA,2006,4,33.65,61.02,-39.0,317.0,340,55857,416,56273,0.003,63.2,718.75
IA,2006,5,13.9,56.26,-6.0,356.0,340,55857,416,56273,0.003,63.2,373.68
IA,2006,6,12.86,74.18,78.0,356.0,340,55857,416,56273,0.003,63.2,405.0
IA,2006,7,24.51,72.64,89.0,400.0,340,55857,416,56273,0.003,63.2,43.6
IA,2006,8,49.45,55.4,122.0,400.0,340,55857,416,56273,0.003,63.2,37.0
IA,2006,9,30.03,47.45,11.0,311.0,340,55857,416,56273,0.003,63.2,17.35
IA,2006,10,12.0,42.81,-61.0,344.0,340,55857,416,56273,0.003,63.2,287.2
IA,2006,11,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,340,55857,416,56273,0.003,63.2,58.6
IA,2006,12,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,340,55857,416,56273,0.003,63.2,91.1
IA,2007,1,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,340,55857,416,56273,0.003,63.2,36.0
IA,2007,2,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,340,55857,416,56273,0.003,63.2,0.75
IA,2007,3,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,340,55857,416,56273,0.003,63.2,223.985
IA,2007,4,40.77,44.26,-89.0,317.0,340,55857,416,56273,0.003,63.2,461.301
IA,2007,5,31.89,62.17,28.0,322.0,340,55857,416,56273,0.003,63.2,27.6
IA,2007,6,16.98,67.95,78.0,339.0,340,55857,416,56273,0.003,63.2,13.602
IA,2007,7,22.47,74.81,117.0,356.0,340,55857,416,56273,0.003,63.2,38.8
IA,2007,8,39.2,64.49,117.0,361.0,340,55857,416,56273,0.003,63.2,2.75
IA,2007,9,19.87,55.74,6.0,328.0,340,55857,416,56273,0.003,63.2,6.775
IA,2007,10,32.67,42.69,-28.0,322.0,340,55857,416,56273,0.003,63.2,30.0
IA,2008,3,26.0,32.71,-39.0,211.0,340,55857,416,56273,0.003,63.2,621.725
IA,2008,4,42.07,48.36,-44.0,261.0,340,55857,416,56273,0.003,63.2,473.425
IA,2008,5,43.99,63.51,11.0,306.0,340,55857,416,56273,0.003,63.2,311.625
IA,2008,6,59.35,75.64,106.0,322.0,340,55857,416,56273,0.003,63.2,26.6
IA,2008,7,66.13,74.0,122.0,339.0,340,55857,416,56273,0.003,63.2,16.325
IA,2008,8,24.69,63.22,106.0,350.0,340,55857,416,56273,0.003,63.2,35.6
IA,2008,9,25.32,48.3,56.0,322.0,340,55857,416,56273,0.003,63.2,0.1
IA,2008,10,27.94,33.36,-56.0,250.0,340,55857,416,56273,0.003,63.2,54.45
IA,2008,11,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,340,55857,416,56273,0.003,63.2,148.11
IA,2008,12,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,340,55857,416,56273,0.003,63.2,0.5
IA,2009,1,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,340,55857,416,56273,0.003,63.2,25.1
IA,2009,2,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,340,55857,416,56273,0.003,63.2,119.5
IA,2009,3,12.71,41.0,-28.0,256.0,340,55857,416,56273,0.003,63.2,3532.55
IA,2009,4,13.02,46.43,-56.0,306.0,340,55857,416,56273,0.003,63.2,3848.551
IA,2009,5,32.57,61.12,22.0,306.0,340,55857,416,56273,0.003,63.2,127.201
IA,2009,6,41.49,58.08,78.0,350.0,340,55857,416,56273,0.003,63.2,2.5
IA,2009,7,42.11,61.57,100.0,300.0,340,55857,416,56273,0.003,63.2,11.75
IA,2009,8,46.11,54.93,67.0,333.0,340,55857,416,56273,0.003,63.2,1.05
IA,2009,9,11.27,43.56,28.0,289.0,340,55857,416,56273,0.003,63.2,104.25
IA,2009,10,61.4,27.91,-28.0,222.0,340,55857,416,56273,0.003,63.2,2.0
IA,2009,11,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,340,55857,416,56273,0.003,63.2,171.5
IA,2009,12,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,340,55857,416,56273,0.003,63.2,3.0
IA,2010,3,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,340,55857,416,56273,0.003,63.2,689.45
IA,2010,4,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,340,55857,416,56273,0.003,63.2,1052.967
IA,2010,5,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,340,55857,416,56273,0.003,63.2,63.95
IA,2010,6,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,340,55857,416,56273,0.003,63.2,1.75
IA,2010,7,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,340,55857,416,56273,0.003,63.2,2.0
IA,2010,8,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,340,55857,416,56273,0.003,63.2,10.0
IA,2010,9,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,340,55857,416,56273,0.003,63.2,17.1
IA,2010,10,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,340,55857,416,56273,0.003,63.2,322.05
IA,2010,11,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,340,55857,416,56273,0.003,63.2,162.05
IA,2010,12,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,340,55857,416,56273,0.003,63.2,83.625
ID,1992,1,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,1520,82643,926,83569,0.619,69.2,10.0
ID,1992,2,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,1520,82643,926,83569,0.619,69.2,0.3
ID,1992,3,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,1520,82643,926,83569,0.619,69.2,144.6
ID,1992,4,8.8,50.69,-67.0,306.0,1520,82643,926,83569,0.619,69.2,812.3
ID,1992,5,2.33,73.19,-28.0,339.0,1520,82643,926,83569,0.619,69.2,3406.0
ID,1992,6,10.9,71.3,-6.0,383.0,1520,82643,926,83569,0.619,69.2,28517.3
ID,1992,7,6.79,77.98,17.0,378.0,1520,82643,926,83569,0.619,69.2,19309.9
ID,1992,8,1.35,79.17,-17.0,406.0,1520,82643,926,83569,0.619,69.2,604253.7
ID,1992,9,5.13,51.73,-33.0,344.0,1520,82643,926,83569,0.619,69.2,24449.3
ID,1992,10,2.73,37.3,-28.0,317.0,1520,82643,926,83569,0.619,69.2,3755.1
ID,1992,11,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,1520,82643,926,83569,0.619,69.2,0.4
ID,1993,3,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,1520,82643,926,83569,0.619,69.2,0.3
ID,1993,4,20.18,36.6,-22.0,206.0,1520,82643,926,83569,0.619,69.2,15.6
ID,1993,5,9.13,67.36,-150.0,344.0,1520,82643,926,83569,0.619,69.2,89.9
ID,1993,6,15.54,61.71,6.0,367.0,1520,82643,926,83569,0.619,69.2,496.3
ID,1993,7,14.32,67.57,22.0,378.0,1520,82643,926,83569,0.619,69.2,453.0
ID,1993,8,7.34,64.76,-17.0,350.0,1520,82643,926,83569,0.619,69.2,1335.2
ID,1993,9,2.84,52.65,-44.0,344.0,1520,82643,926,83569,0.619,69.2,3804.3
ID,1993,10,7.35,31.92,-83.0,306.0,1520,82643,926,83569,0.619,69.2,811.7
ID,1993,11,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,1520,82643,926,83569,0.619,69.2,971.9
ID,1994,2,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,1520,82643,926,83569,0.619,69.2,0.3
ID,1994,3,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,1520,82643,926,83569,0.619,69.2,1167.0
ID,1994,4,14.72,45.88,-39.0,300.0,1520,82643,926,83569,0.619,69.2,2508.1
ID,1994,5,13.45,57.03,-11.0,328.0,1520,82643,926,83569,0.619,69.2,267.2
ID,1994,6,6.27,73.83,-11.0,394.0,1520,82643,926,83569,0.619,69.2,27510.4
ID,1994,7,0.78,91.51,6.0,428.0,1520,82643,926,83569,0.619,69.2,260166.6
ID,1994,8,1.91,80.59,22.0,411.0,1520,82643,926,83569,0.619,69.2,411596.0
ID,1994,9,5.24,57.27,-39.0,350.0,1520,82643,926,83569,0.619,69.2,25023.9
ID,1994,10,11.87,24.8,-61.0,267.0,1520,82643,926,83569,0.619,69.2,790.0
ID,1994,11,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,1520,82643,926,83569,0.619,69.2,0.1
ID,1995,1,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,1520,82643,926,83569,0.619,69.2,0.1
ID,1995,2,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,1520,82643,926,83569,0.619,69.2,7.6
ID,1995,3,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,1520,82643,926,83569,0.619,69.2,4.7
ID,1995,4,12.63,46.56,-50.0,244.0,1520,82643,926,83569,0.619,69.2,32.3
ID,1995,5,15.87,55.23,0.0,317.0,1520,82643,926,83569,0.619,69.2,80.3
ID,1995,6,22.05,58.46,-22.0,361.0,1520,82643,926,83569,0.619,69.2,2339.8
ID,1995,7,5.5,75.0,28.0,422.0,1520,82643,926,83569,0.619,69.2,183955.3
ID,1995,8,4.15,70.25,-11.0,389.0,1520,82643,926,83569,0.619,69.2,40325.2
ID,1995,9,5.06,51.85,-44.0,367.0,1520,82643,926,83569,0.619,69.2,20422.9
ID,1995,10,10.1,35.39,-67.0,256.0,1520,82643,926,83569,0.619,69.2,21232.0
ID,1995,11,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,1520,82643,926,83569,0.619,69.2,281.1
ID,1996,2,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,1520,82643,926,83569,0.619,69.2,0.1
ID,1996,3,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,1520,82643,926,83569,0.619,69.2,2056.5
ID,1996,4,21.59,41.5,-56.0,267.0,1520,82643,926,83569,0.619,69.2,795.3
ID,1996,5,19.57,58.33,-44.0,300.0,1520,82643,926,83569,0.619,69.2,619.3
ID,1996,6,3.23,74.23,-11.0,361.0,1520,82643,926,83569,0.619,69.2,17483.2
ID,1996,7,3.31,84.33,39.0,406.0,1520,82643,926,83569,0.619,69.2,360597.9
ID,1996,8,2.0,75.21,6.0,400.0,1520,82643,926,83569,0.619,69.2,457695.4
ID,1996,9,7.7,48.68,-28.0,356.0,1520,82643,926,83569,0.619,69.2,35391.1
ID,1996,10,4.97,42.35,-106.0,311.0,1520,82643,926,83569,0.619,69.2,21990.0
ID,1996,11,24.57,20.6,-67.0,172.0,1520,82643,926,83569,0.619,69.2,31.0
ID,1996,12,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,1520,82643,926,83569,0.619,69.2,0.1
ID,1997,3,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,1520,82643,926,83569,0.619,69.2,81.8
ID,1997,4,23.54,36.5,-83.0,244.0,1520,82643,926,83569,0.619,69.2,60.2
ID,1997,5,12.12,59.51,-28.0,333.0,1520,82643,926,83569,0.619,69.2,633.2
ID,1997,6,11.79,63.13,6.0,339.0,1520,82643,926,83569,0.619,69.2,3904.4
ID,1997,7,9.83,68.53,22.0,389.0,1520,82643,926,83569,0.619,69.2,6010.1
ID,1997,8,5.34,71.12,39.0,389.0,1520,82643,926,83569,0.619,69.2,15359.1
ID,1997,9,11.09,47.48,-17.0,361.0,1520,82643,926,83569,0.619,69.2,6808.9
ID,1997,10,6.03,38.88,-72.0,350.0,1520,82643,926,83569,0.619,69.2,10043.3
ID,1997,11,0.0,26.33,-83.0,200.0,1520,82643,926,83569,0.619,69.2,1.3
ID,1997,12,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,1520,82643,926,83569,0.619,69.2,0.1
ID,1998,3,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,1520,82643,926,83569,0.619,69.2,5.0
ID,1998,4,9.33,41.31,-39.0,300.0,1520,82643,926,83569,0.619,69.2,30.4
ID,1998,5,29.98,49.42,-6.0,306.0,1520,82643,926,83569,0.619,69.2,86.0
ID,1998,6,13.36,61.49,-6.0,339.0,1520,82643,926,83569,0.619,69.2,255.2
ID,1998,7,6.32,81.07,67.0,394.0,1520,82643,926,83569,0.619,69.2,30655.0
ID,1998,8,3.38,73.6,28.0,406.0,1520,82643,926,83569,0.619,69.2,98891.5
ID,1998,9,11.11,49.48,17.0,389.0,1520,82643,926,83569,0.619,69.2,19815.0
ID,1998,10,1.64,35.62,-67.0,300.0,1520,82643,926,83569,0.619,69.2,1561.0
ID,1998,11,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,1520,82643,926,83569,0.619,69.2,0.1
ID,1998,12,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,1520,82643,926,83569,0.619,69.2,0.1
ID,1999,1,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,1520,82643,926,83569,0.619,69.2,7.1
ID,1999,2,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,1520,82643,926,83569,0.619,69.2,8.0
ID,1999,3,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,1520,82643,926,83569,0.619,69.2,107.5
ID,1999,4,6.4,46.84,-56.0,272.0,1520,82643,926,83569,0.619,69.2,523.0
ID,1999,5,10.88,55.9,-44.0,344.0,1520,82643,926,83569,0.619,69.2,420.3
ID,1999,6,7.25,69.26,-11.0,383.0,1520,82643,926,83569,0.619,69.2,17503.65
ID,1999,7,1.08,72.6,-6.0,406.0,1520,82643,926,83569,0.619,69.2,79961.9
ID,1999,8,4.75,69.82,17.0,372.0,1520,82643,926,83569,0.619,69.2,261173.06
ID,1999,9,0.83,57.94,-56.0,333.0,1520,82643,926,83569,0.619,69.2,40631.26
ID,1999,10,0.82,42.3,-61.0,283.0,1520,82643,926,83569,0.619,69.2,13049.15
ID,1999,11,0.0,32.11,-56.0,244.0,1520,82643,926,83569,0.619,69.2,2800.9
ID,2000,1,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,1520,82643,926,83569,0.619,69.2,0.2
ID,2000,2,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,1520,82643,926,83569,0.619,69.2,2.5
ID,2000,3,21.221558559927082,50.93134133373842,10.677198845511166,328.0469390855233,1520,82643,926,83569,0.619,69.2,8.0
ID,2000,4,10.21,48.11,-33.0,306.0,1520,82643,926,83569,0.619,69.2,703.2
ID,2000,5,11.21,57.72,-28.0,322.0,1520,82643,926,83569,0.619,69.2,10.0
